Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price
dummy-product-163,Dummy Product 163,<p>This is a description for Dummy Product 163.</p>,Vendor 2,Type 1,"tag163,sample",TRUE,Size,Small,SKU0163,66,59.07,118.13
dummy-product-164,Dummy Product 164,<p>This is a description for Dummy Product 164.</p>,Vendor 2,Type 1,"tag164,sample",TRUE,Size,Large,SKU0164,56,95.79,107.95
dummy-product-165,Dummy Product 165,<p>This is a description for Dummy Product 165.</p>,Vendor 2,Type 1,"tag165,sample",TRUE,Size,Small,SKU0165,95,33.11,107.79
dummy-product-166,Dummy Product 166,<p>This is a description for Dummy Product 166.</p>,Vendor 2,Type 1,"tag166,sample",TRUE,Size,Large,SKU0166,76,29.48,110.79
dummy-product-167,Dummy Product 167,<p>This is a description for Dummy Product 167.</p>,Vendor 2,Type 1,"tag167,sample",TRUE,Size,Small,SKU0167,53,81.60,116.28
dummy-product-168,Dummy Product 168,<p>This is a description for Dummy Product 168.</p>,Vendor 2,Type 1,"tag168,sample",TRUE,Size,Large,SKU0168,81,37.01,115.93
dummy-product-169,Dummy Product 169,<p>This is a description for Dummy Product 169.</p>,Vendor 2,Type 1,"tag169,sample",TRUE,Size,Small,SKU0169,15,86.69,114.65
dummy-product-170,Dummy Product 170,<p>This is a description for Dummy Product 170.</p>,Vendor 2,Type 1,"tag170,sample",TRUE,Size,Large,SKU0170,2,97.27,118.04
dummy-product-171,Dummy Product 171,<p>This is a description for Dummy Product 171.</p>,Vendor 2,Type 1,"tag171,sample",TRUE,Size,Small,SKU0171,71,6.85,102.98
dummy-product-172,Dummy Product 172,<p>This is a description for Dummy Product 172.</p>,Vendor 2,Type 1,"tag172,sample",TRUE,Size,Large,SKU0172,71,12.68,110.75
dummy-product-173,Dummy Product 173,<p>This is a description for Dummy Product 173.</p>,Vendor 2,Type 1,"tag173,sample",TRUE,Size,Small,SKU0173,91,41.49,111.12
dummy-product-174,Dummy Product 174,<p>This is a description for Dummy Product 174.</p>,Vendor 2,Type 1,"tag174,sample",TRUE,Size,Large,SKU0174,3,61.60,105.72
dummy-product-175,Dummy Product 175,<p>This is a description for Dummy Product 175.</p>,Vendor 2,Type 1,"tag175,sample",TRUE,Size,Small,SKU0175,16,22.73,112.22
dummy-product-176,Dummy Product 176,<p>This is a description for Dummy Product 176.</p>,Vendor 2,Type 1,"tag176,sample",TRUE,Size,Large,SKU0176,30,97.40,112.89
dummy-product-177,Dummy Product 177,<p>This is a description for Dummy Product 177.</p>,Vendor 2,Type 1,"tag177,sample",TRUE,Size,Small,SKU0177,49,72.16,117.55
dummy-product-178,Dummy Product 178,<p>This is a description for Dummy Product 178.</p>,Vendor 2,Type 1,"tag178,sample",TRUE,Size,Large,SKU0178,28,96.32,100.94
dummy-product-179,Dummy Product 179,<p>This is a description for Dummy Product 179.</p>,Vendor 2,Type 1,"tag179,sample",TRUE,Size,Small,SKU0179,44,33.27,105.74
dummy-product-180,Dummy Product 180,<p>This is a description for Dummy Product 180.</p>,Vendor 2,Type 1,"tag180,sample",TRUE,Size,Large,SKU0180,87,59.71,103.02
dummy-product-181,Dummy Product 181,<p>This is a description for Dummy Product 181.</p>,Vendor 2,Type 1,"tag181,sample",TRUE,Size,Small,SKU0181,66,73.38,102.33
dummy-product-182,Dummy Product 182,<p>This is a description for Dummy Product 182.</p>,Vendor 2,Type 1,"tag182,sample",TRUE,Size,Large,SKU0182,83,96.74,112.87
dummy-product-183,Dummy Product 183,<p>This is a description for Dummy Product 183.</p>,Vendor 2,Type 1,"tag183,sample",TRUE,Size,Small,SKU0183,2,6.45,107.88
dummy-product-184,Dummy Product 184,<p>This is a description for Dummy Product 184.</p>,Vendor 2,Type 1,"tag184,sample",TRUE,Size,Large,SKU0184,72,84.77,109.17
dummy-product-185,Dummy Product 185,<p>This is a description for Dummy Product 185.</p>,Vendor 2,Type 1,"tag185,sample",TRUE,Size,Small,SKU0185,31,93.37,108.44
dummy-product-186,Dummy Product 186,<p>This is a description for Dummy Product 186.</p>,Vendor 2,Type 1,"tag186,sample",TRUE,Size,Large,SKU0186,25,2.08,108.27
dummy-product-187,Dummy Product 187,<p>This is a description for Dummy Product 187.</p>,Vendor 2,Type 1,"tag187,sample",TRUE,Size,Small,SKU0187,66,30.79,111.10
dummy-product-188,Dummy Product 188,<p>This is a description for Dummy Product 188.</p>,Vendor 2,Type 1,"tag188,sample",TRUE,Size,Large,SKU0188,64,64.65,108.21
dummy-product-189,Dummy Product 189,<p>This is a description for Dummy Product 189.</p>,Vendor 2,Type 1,"tag189,sample",TRUE,Size,Small,SKU0189,78,44.86,102.17
dummy-product-190,Dummy Product 190,<p>This is a description for Dummy Product 190.</p>,Vendor 2,Type 1,"tag190,sample",TRUE,Size,Large,SKU0190,77,46.18,107.71
dummy-product-191,Dummy Product 191,<p>This is a description for Dummy Product 191.</p>,Vendor 2,Type 1,"tag191,sample",TRUE,Size,Small,SKU0191,90,96.10,103.35
dummy-product-192,Dummy Product 192,<p>This is a description for Dummy Product 192.</p>,Vendor 2,Type 1,"tag192,sample",TRUE,Size,Large,SKU0192,86,1.84,103.41
dummy-product-193,Dummy Product 193,<p>This is a description for Dummy Product 193.</p>,Vendor 2,Type 1,"tag193,sample",TRUE,Size,Small,SKU0193,83,84.81,119.49
dummy-product-194,Dummy Product 194,<p>This is a description for Dummy Product 194.</p>,Vendor 2,Type 1,"tag194,sample",TRUE,Size,Large,SKU0194,67,48.95,110.21
dummy-product-195,Dummy Product 195,<p>This is a description for Dummy Product 195.</p>,Vendor 2,Type 1,"tag195,sample",TRUE,Size,Small,SKU0195,42,22.44,108.06
dummy-product-196,Dummy Product 196,<p>This is a description for Dummy Product 196.</p>,Vendor 2,Type 1,"tag196,sample",TRUE,Size,Large,SKU0196,0,7.47,117.81
dummy-product-197,Dummy Product 197,<p>This is a description for Dummy Product 197.</p>,Vendor 2,Type 1,"tag197,sample",TRUE,Size,Small,SKU0197,29,11.03,103.13
dummy-product-198,Dummy Product 198,<p>This is a description for Dummy Product 198.</p>,Vendor 2,Type 1,"tag198,sample",TRUE,Size,Large,SKU0198,75,71.74,109.22
dummy-product-199,Dummy Product 199,<p>This is a description for Dummy Product 199.</p>,Vendor 2,Type 1,"tag199,sample",TRUE,Size,Small,SKU0199,98,29.86,107.00
dummy-product-200,Dummy Product 200,<p>This is a description for Dummy Product 200.</p>,Vendor 2,Type 1,"tag200,sample",TRUE,Size,Large,SKU0200,71,99.41,107.33
dummy-product-201,Dummy Product 201,<p>This is a description for Dummy Product 201.</p>,Vendor 3,Type 2,"tag201,sample",TRUE,Size,Small,SKU0201,48,47.92,103.38
dummy-product-202,Dummy Product 202,<p>This is a description for Dummy Product 202.</p>,Vendor 3,Type 2,"tag202,sample",TRUE,Size,Large,SKU0202,10,29.94,103.00
dummy-product-203,Dummy Product 203,<p>This is a description for Dummy Product 203.</p>,Vendor 3,Type 2,"tag203,sample",TRUE,Size,Small,SKU0203,21,20.76,104.67
dummy-product-204,Dummy Product 204,<p>This is a description for Dummy Product 204.</p>,Vendor 3,Type 2,"tag204,sample",TRUE,Size,Large,SKU0204,97,63.72,114.25
dummy-product-205,Dummy Product 205,<p>This is a description for Dummy Product 205.</p>,Vendor 3,Type 2,"tag205,sample",TRUE,Size,Small,SKU0205,81,51.67,111.00
dummy-product-206,Dummy Product 206,<p>This is a description for Dummy Product 206.</p>,Vendor 3,Type 2,"tag206,sample",TRUE,Size,Large,SKU0206,36,98.84,118.50
dummy-product-207,Dummy Product 207,<p>This is a description for Dummy Product 207.</p>,Vendor 3,Type 2,"tag207,sample",TRUE,Size,Small,SKU0207,89,56.32,103.67
dummy-product-208,Dummy Product 208,<p>This is a description for Dummy Product 208.</p>,Vendor 3,Type 2,"tag208,sample",TRUE,Size,Large,SKU0208,17,13.21,118.24
dummy-product-209,Dummy Product 209,<p>This is a description for Dummy Product 209.</p>,Vendor 3,Type 2,"tag209,sample",TRUE,Size,Small,SKU0209,61,62.13,112.63
dummy-product-210,Dummy Product 210,<p>This is a description for Dummy Product 210.</p>,Vendor 3,Type 2,"tag210,sample",TRUE,Size,Large,SKU0210,11,37.69,104.47
dummy-product-211,Dummy Product 211,<p>This is a description for Dummy Product 211.</p>,Vendor 3,Type 2,"tag211,sample",TRUE,Size,Small,SKU0211,33,33.13,106.37
dummy-product-212,Dummy Product 212,<p>This is a description for Dummy Product 212.</p>,Vendor 3,Type 2,"tag212,sample",TRUE,Size,Large,SKU0212,38,70.73,109.90
dummy-product-213,Dummy Product 213,<p>This is a description for Dummy Product 213.</p>,Vendor 3,Type 2,"tag213,sample",TRUE,Size,Small,SKU0213,51,67.77,114.07
dummy-product-214,Dummy Product 214,<p>This is a description for Dummy Product 214.</p>,Vendor 3,Type 2,"tag214,sample",TRUE,Size,Large,SKU0214,74,71.07,118.80
dummy-product-215,Dummy Product 215,<p>This is a description for Dummy Product 215.</p>,Vendor 3,Type 2,"tag215,sample",TRUE,Size,Small,SKU0215,66,39.23,105.83
dummy-product-216,Dummy Product 216,<p>This is a description for Dummy Product 216.</p>,Vendor 3,Type 2,"tag216,sample",TRUE,Size,Large,SKU0216,48,70.59,116.23
dummy-product-217,Dummy Product 217,<p>This is a description for Dummy Product 217.</p>,Vendor 3,Type 2,"tag217,sample",TRUE,Size,Small,SKU0217,96,60.45,112.34
dummy-product-218,Dummy Product 218,<p>This is a description for Dummy Product 218.</p>,Vendor 3,Type 2,"tag218,sample",TRUE,Size,Large,SKU0218,48,10.70,110.04
dummy-product-219,Dummy Product 219,<p>This is a description for Dummy Product 219.</p>,Vendor 3,Type 2,"tag219,sample",TRUE,Size,Small,SKU0219,73,39.19,117.88
dummy-product-220,Dummy Product 220,<p>This is a description for Dummy Product 220.</p>,Vendor 3,Type 2,"tag220,sample",TRUE,Size,Large,SKU0220,33,93.22,114.54
dummy-product-221,Dummy Product 221,<p>This is a description for Dummy Product 221.</p>,Vendor 3,Type 2,"tag221,sample",TRUE,Size,Small,SKU0221,49,15.98,100.80
dummy-product-222,Dummy Product 222,<p>This is a description for Dummy Product 222.</p>,Vendor 3,Type 2,"tag222,sample",TRUE,Size,Large,SKU0222,88,63.61,114.06
dummy-product-223,Dummy Product 223,<p>This is a description for Dummy Product 223.</p>,Vendor 3,Type 2,"tag223,sample",TRUE,Size,Small,SKU0223,73,21.61,113.35
dummy-product-224,Dummy Product 224,<p>This is a description for Dummy Product 224.</p>,Vendor 3,Type 2,"tag224,sample",TRUE,Size,Large,SKU0224,27,99.39,115.31
dummy-product-225,Dummy Product 225,<p>This is a description for Dummy Product 225.</p>,Vendor 3,Type 2,"tag225,sample",TRUE,Size,Small,SKU0225,87,41.09,119.10
dummy-product-226,Dummy Product 226,<p>This is a description for Dummy Product 226.</p>,Vendor 3,Type 2,"tag226,sample",TRUE,Size,Large,SKU0226,74,16.52,104.81
dummy-product-227,Dummy Product 227,<p>This is a description for Dummy Product 227.</p>,Vendor 3,Type 2,"tag227,sample",TRUE,Size,Small,SKU0227,54,85.90,102.32
dummy-product-228,Dummy Product 228,<p>This is a description for Dummy Product 228.</p>,Vendor 3,Type 2,"tag228,sample",TRUE,Size,Large,SKU0228,63,71.18,109.19
dummy-product-229,Dummy Product 229,<p>This is a description for Dummy Product 229.</p>,Vendor 3,Type 2,"tag229,sample",TRUE,Size,Small,SKU0229,91,34.00,105.67
dummy-product-230,Dummy Product 230,<p>This is a description for Dummy Product 230.</p>,Vendor 3,Type 2,"tag230,sample",TRUE,Size,Large,SKU0230,79,73.06,104.31
dummy-product-231,Dummy Product 231,<p>This is a description for Dummy Product 231.</p>,Vendor 3,Type 2,"tag231,sample",TRUE,Size,Small,SKU0231,82,19.59,101.79
dummy-product-232,Dummy Product 232,<p>This is a description for Dummy Product 232.</p>,Vendor 3,Type 2,"tag232,sample",TRUE,Size,Large,SKU0232,23,90.50,100.66
dummy-product-233,Dummy Product 233,<p>This is a description for Dummy Product 233.</p>,Vendor 3,Type 2,"tag233,sample",TRUE,Size,Small,SKU0233,81,99.44,118.97
dummy-product-234,Dummy Product 234,<p>This is a description for Dummy Product 234.</p>,Vendor 3,Type 2,"tag234,sample",TRUE,Size,Large,SKU0234,15,51.76,105.41
dummy-product-235,Dummy Product 235,<p>This is a description for Dummy Product 235.</p>,Vendor 3,Type 2,"tag235,sample",TRUE,Size,Small,SKU0235,65,82.60,109.45
dummy-product-236,Dummy Product 236,<p>This is a description for Dummy Product 236.</p>,Vendor 3,Type 2,"tag236,sample",TRUE,Size,Large,SKU0236,80,73.50,114.06
dummy-product-237,Dummy Product 237,<p>This is a description for Dummy Product 237.</p>,Vendor 3,Type 2,"tag237,sample",TRUE,Size,Small,SKU0237,11,55.69,119.45
dummy-product-238,Dummy Product 238,<p>This is a description for Dummy Product 238.</p>,Vendor 3,Type 2,"tag238,sample",TRUE,Size,Large,SKU0238,93,8.81,109.43
dummy-product-239,Dummy Product 239,<p>This is a description for Dummy Product 239.</p>,Vendor 3,Type 2,"tag239,sample",TRUE,Size,Small,SKU0239,45,29.57,110.65
dummy-product-240,Dummy Product 240,<p>This is a description for Dummy Product 240.</p>,Vendor 3,Type 2,"tag240,sample",TRUE,Size,Large,SKU0240,20,66.73,104.70
dummy-product-241,Dummy Product 241,<p>This is a description for Dummy Product 241.</p>,Vendor 3,Type 2,"tag241,sample",TRUE,Size,Small,SKU0241,19,59.69,106.05
dummy-product-242,Dummy Product 242,<p>This is a description for Dummy Product 242.</p>,Vendor 3,Type 2,"tag242,sample",TRUE,Size,Large,SKU0242,71,1.26,101.62
dummy-product-243,Dummy Product 243,<p>This is a description for Dummy Product 243.</p>,Vendor 3,Type 2,"tag243,sample",TRUE,Size,Small,SKU0243,75,76.43,118.83
dummy-product-244,Dummy Product 244,<p>This is a description for Dummy Product 244.</p>,Vendor 3,Type 2,"tag244,sample",TRUE,Size,Large,SKU0244,75,6.63,113.34
dummy-product-245,Dummy Product 245,<p>This is a description for Dummy Product 245.</p>,Vendor 3,Type 2,"tag245,sample",TRUE,Size,Small,SKU0245,57,53.16,108.98
dummy-product-246,Dummy Product 246,<p>This is a description for Dummy Product 246.</p>,Vendor 3,Type 2,"tag246,sample",TRUE,Size,Large,SKU0246,8,72.95,114.09
dummy-product-247,Dummy Product 247,<p>This is a description for Dummy Product 247.</p>,Vendor 3,Type 2,"tag247,sample",TRUE,Size,Small,SKU0247,66,44.39,115.98
dummy-product-248,Dummy Product 248,<p>This is a description for Dummy Product 248.</p>,Vendor 3,Type 2,"tag248,sample",TRUE,Size,Large,SKU0248,86,16.53,109.97
dummy-product-249,Dummy Product 249,<p>This is a description for Dummy Product 249.</p>,Vendor 3,Type 2,"tag249,sample",TRUE,Size,Small,SKU0249,43,8.30,102.32
dummy-product-250,Dummy Product 250,<p>This is a description for Dummy Product 250.</p>,Vendor 3,Type 2,"tag250,sample",TRUE,Size,Large,SKU0250,11,74.50,107.16
dummy-product-251,Dummy Product 251,<p>This is a description for Dummy Product 251.</p>,Vendor 3,Type 2,"tag251,sample",TRUE,Size,Small,SKU0251,5,89.09,105.50
dummy-product-252,Dummy Product 252,<p>This is a description for Dummy Product 252.</p>,Vendor 3,Type 2,"tag252,sample",TRUE,Size,Large,SKU0252,63,31.55,111.60
dummy-product-253,Dummy Product 253,<p>This is a description for Dummy Product 253.</p>,Vendor 3,Type 2,"tag253,sample",TRUE,Size,Small,SKU0253,33,50.04,112.11
dummy-product-254,Dummy Product 254,<p>This is a description for Dummy Product 254.</p>,Vendor 3,Type 2,"tag254,sample",TRUE,Size,Large,SKU0254,58,44.15,111.40
dummy-product-255,Dummy Product 255,<p>This is a description for Dummy Product 255.</p>,Vendor 3,Type 2,"tag255,sample",TRUE,Size,Small,SKU0255,65,72.19,108.90
dummy-product-256,Dummy Product 256,<p>This is a description for Dummy Product 256.</p>,Vendor 3,Type 2,"tag256,sample",TRUE,Size,Large,SKU0256,48,40.18,111.96
dummy-product-257,Dummy Product 257,<p>This is a description for Dummy Product 257.</p>,Vendor 3,Type 2,"tag257,sample",TRUE,Size,Small,SKU0257,55,83.87,115.32
dummy-product-258,Dummy Product 258,<p>This is a description for Dummy Product 258.</p>,Vendor 3,Type 2,"tag258,sample",TRUE,Size,Large,SKU0258,54,17.07,113.02
dummy-product-259,Dummy Product 259,<p>This is a description for Dummy Product 259.</p>,Vendor 3,Type 2,"tag259,sample",TRUE,Size,Small,SKU0259,38,6.42,103.92
dummy-product-260,Dummy Product 260,<p>This is a description for Dummy Product 260.</p>,Vendor 3,Type 2,"tag260,sample",TRUE,Size,Large,SKU0260,40,97.46,117.94
dummy-product-261,Dummy Product 261,<p>This is a description for Dummy Product 261.</p>,Vendor 3,Type 2,"tag261,sample",TRUE,Size,Small,SKU0261,15,67.00,106.08
dummy-product-262,Dummy Product 262,<p>This is a description for Dummy Product 262.</p>,Vendor 3,Type 2,"tag262,sample",TRUE,Size,Large,SKU0262,37,85.59,113.48
dummy-product-263,Dummy Product 263,<p>This is a description for Dummy Product 263.</p>,Vendor 3,Type 2,"tag263,sample",TRUE,Size,Small,SKU0263,11,79.57,118.84
dummy-product-264,Dummy Product 264,<p>This is a description for Dummy Product 264.</p>,Vendor 3,Type 2,"tag264,sample",TRUE,Size,Large,SKU0264,65,39.87,102.11
dummy-product-265,Dummy Product 265,<p>This is a description for Dummy Product 265.</p>,Vendor 3,Type 2,"tag265,sample",TRUE,Size,Small,SKU0265,98,65.15,114.40
dummy-product-266,Dummy Product 266,<p>This is a description for Dummy Product 266.</p>,Vendor 3,Type 2,"tag266,sample",TRUE,Size,Large,SKU0266,29,51.60,117.71
dummy-product-267,Dummy Product 267,<p>This is a description for Dummy Product 267.</p>,Vendor 3,Type 2,"tag267,sample",TRUE,Size,Small,SKU0267,75,26.12,108.35
dummy-product-268,Dummy Product 268,<p>This is a description for Dummy Product 268.</p>,Vendor 3,Type 2,"tag268,sample",TRUE,Size,Large,SKU0268,26,61.46,102.80
dummy-product-269,Dummy Product 269,<p>This is a description for Dummy Product 269.</p>,Vendor 3,Type 2,"tag269,sample",TRUE,Size,Small,SKU0269,33,95.50,104.50
dummy-product-270,Dummy Product 270,<p>This is a description for Dummy Product 270.</p>,Vendor 3,Type 2,"tag270,sample",TRUE,Size,Large,SKU0270,78,76.25,106.82
dummy-product-271,Dummy Product 271,<p>This is a description for Dummy Product 271.</p>,Vendor 3,Type 2,"tag271,sample",TRUE,Size,Small,SKU0271,79,85.53,119.94
dummy-product-272,Dummy Product 272,<p>This is a description for Dummy Product 272.</p>,Vendor 3,Type 2,"tag272,sample",TRUE,Size,Large,SKU0272,85,87.30,119.79
dummy-product-273,Dummy Product 273,<p>This is a description for Dummy Product 273.</p>,Vendor 3,Type 2,"tag273,sample",TRUE,Size,Small,SKU0273,20,89.45,104.48
dummy-product-274,Dummy Product 274,<p>This is a description for Dummy Product 274.</p>,Vendor 3,Type 2,"tag274,sample",TRUE,Size,Large,SKU0274,11,89.81,112.17
dummy-product-275,Dummy Product 275,<p>This is a description for Dummy Product 275.</p>,Vendor 3,Type 2,"tag275,sample",TRUE,Size,Small,SKU0275,43,23.05,112.32
dummy-product-276,Dummy Product 276,<p>This is a description for Dummy Product 276.</p>,Vendor 3,Type 2,"tag276,sample",TRUE,Size,Large,SKU0276,36,28.39,103.98
dummy-product-277,Dummy Product 277,<p>This is a description for Dummy Product 277.</p>,Vendor 3,Type 2,"tag277,sample",TRUE,Size,Small,SKU0277,15,88.28,114.52
dummy-product-278,Dummy Product 278,<p>This is a description for Dummy Product 278.</p>,Vendor 3,Type 2,"tag278,sample",TRUE,Size,Large,SKU0278,21,82.16,111.59
dummy-product-279,Dummy Product 279,<p>This is a description for Dummy Product 279.</p>,Vendor 3,Type 2,"tag279,sample",TRUE,Size,Small,SKU0279,54,4.50,103.50
dummy-product-280,Dummy Product 280,<p>This is a description for Dummy Product 280.</p>,Vendor 3,Type 2,"tag280,sample",TRUE,Size,Large,SKU0280,42,35.11,111.07
dummy-product-281,Dummy Product 281,<p>This is a description for Dummy Product 281.</p>,Vendor 3,Type 2,"tag281,sample",TRUE,Size,Small,SKU0281,69,85.51,102.46
dummy-product-282,Dummy Product 282,<p>This is a description for Dummy Product 282.</p>,Vendor 3,Type 2,"tag282,sample",TRUE,Size,Large,SKU0282,19,51.40,117.05
dummy-product-283,Dummy Product 283,<p>This is a description for Dummy Product 283.</p>,Vendor 3,Type 2,"tag283,sample",TRUE,Size,Small,SKU0283,71,54.29,119.72
dummy-product-284,Dummy Product 284,<p>This is a description for Dummy Product 284.</p>,Vendor 3,Type 2,"tag284,sample",TRUE,Size,Large,SKU0284,13,32.91,105.91
dummy-product-285,Dummy Product 285,<p>This is a description for Dummy Product 285.</p>,Vendor 3,Type 2,"tag285,sample",TRUE,Size,Small,SKU0285,79,75.91,109.48
dummy-product-286,Dummy Product 286,<p>This is a description for Dummy Product 286.</p>,Vendor 3,Type 2,"tag286,sample",TRUE,Size,Large,SKU0286,27,98.03,113.77
dummy-product-287,Dummy Product 287,<p>This is a description for Dummy Product 287.</p>,Vendor 3,Type 2,"tag287,sample",TRUE,Size,Small,SKU0287,43,47.99,115.49
dummy-product-288,Dummy Product 288,<p>This is a description for Dummy Product 288.</p>,Vendor 3,Type 2,"tag288,sample",TRUE,Size,Large,SKU0288,62,77.06,118.20
dummy-product-289,Dummy Product 289,<p>This is a description for Dummy Product 289.</p>,Vendor 3,Type 2,"tag289,sample",TRUE,Size,Small,SKU0289,43,20.85,103.20
dummy-product-290,Dummy Product 290,<p>This is a description for Dummy Product 290.</p>,Vendor 3,Type 2,"tag290,sample",TRUE,Size,Large,SKU0290,40,54.75,104.50
dummy-product-291,Dummy Product 291,<p>This is a description for Dummy Product 291.</p>,Vendor 3,Type 2,"tag291,sample",TRUE,Size,Small,SKU0291,77,28.15,115.14
dummy-product-292,Dummy Product 292,<p>This is a description for Dummy Product 292.</p>,Vendor 3,Type 2,"tag292,sample",TRUE,Size,Large,SKU0292,75,9.97,106.71
dummy-product-293,Dummy Product 293,<p>This is a description for Dummy Product 293.</p>,Vendor 3,Type 2,"tag293,sample",TRUE,Size,Small,SKU0293,91,57.70,108.25
dummy-product-294,Dummy Product 294,<p>This is a description for Dummy Product 294.</p>,Vendor 3,Type 2,"tag294,sample",TRUE,Size,Large,SKU0294,39,44.09,118.82
dummy-product-295,Dummy Product 295,<p>This is a description for Dummy Product 295.</p>,Vendor 3,Type 2,"tag295,sample",TRUE,Size,Small,SKU0295,2,69.62,118.27
dummy-product-296,Dummy Product 296,<p>This is a description for Dummy Product 296.</p>,Vendor 3,Type 2,"tag296,sample",TRUE,Size,Large,SKU0296,48,21.37,112.20
dummy-product-297,Dummy Product 297,<p>This is a description for Dummy Product 297.</p>,Vendor 3,Type 2,"tag297,sample",TRUE,Size,Small,SKU0297,29,93.86,109.04
dummy-product-298,Dummy Product 298,<p>This is a description for Dummy Product 298.</p>,Vendor 3,Type 2,"tag298,sample",TRUE,Size,Large,SKU0298,84,51.18,105.54
dummy-product-299,Dummy Product 299,<p>This is a description for Dummy Product 299.</p>,Vendor 3,Type 2,"tag299,sample",TRUE,Size,Small,SKU0299,70,59.71,106.78
dummy-product-300,Dummy Product 300,<p>This is a description for Dummy Product 300.</p>,Vendor 3,Type 2,"tag300,sample",TRUE,Size,Large,SKU0300,85,23.02,118.43
dummy-product-301,Dummy Product 301,<p>This is a description for Dummy Product 301.</p>,Vendor 4,Type 2,"tag301,sample",TRUE,Size,Small,SKU0301,15,29.45,100.64
dummy-product-302,Dummy Product 302,<p>This is a description for Dummy Product 302.</p>,Vendor 4,Type 2,"tag302,sample",TRUE,Size,Large,SKU0302,83,18.10,107.58
dummy-product-303,Dummy Product 303,<p>This is a description for Dummy Product 303.</p>,Vendor 4,Type 2,"tag303,sample",TRUE,Size,Small,SKU0303,24,47.72,114.65
dummy-product-304,Dummy Product 304,<p>This is a description for Dummy Product 304.</p>,Vendor 4,Type 2,"tag304,sample",TRUE,Size,Large,SKU0304,79,69.16,119.92
dummy-product-305,Dummy Product 305,<p>This is a description for Dummy Product 305.</p>,Vendor 4,Type 2,"tag305,sample",TRUE,Size,Small,SKU0305,80,9.82,113.93
dummy-product-306,Dummy Product 306,<p>This is a description for Dummy Product 306.</p>,Vendor 4,Type 2,"tag306,sample",TRUE,Size,Large,SKU0306,69,56.34,109.29
dummy-product-307,Dummy Product 307,<p>This is a description for Dummy Product 307.</p>,Vendor 4,Type 2,"tag307,sample",TRUE,Size,Small,SKU0307,66,14.25,105.59
dummy-product-308,Dummy Product 308,<p>This is a description for Dummy Product 308.</p>,Vendor 4,Type 2,"tag308,sample",TRUE,Size,Large,SKU0308,42,58.35,119.08
dummy-product-309,Dummy Product 309,<p>This is a description for Dummy Product 309.</p>,Vendor 4,Type 2,"tag309,sample",TRUE,Size,Small,SKU0309,11,32.63,103.40
dummy-product-310,Dummy Product 310,<p>This is a description for Dummy Product 310.</p>,Vendor 4,Type 2,"tag310,sample",TRUE,Size,Large,SKU0310,98,34.29,115.03
dummy-product-311,Dummy Product 311,<p>This is a description for Dummy Product 311.</p>,Vendor 4,Type 2,"tag311,sample",TRUE,Size,Small,SKU0311,52,96.79,114.90
dummy-product-312,Dummy Product 312,<p>This is a description for Dummy Product 312.</p>,Vendor 4,Type 2,"tag312,sample",TRUE,Size,Large,SKU0312,84,61.41,100.45
dummy-product-313,Dummy Product 313,<p>This is a description for Dummy Product 313.</p>,Vendor 4,Type 2,"tag313,sample",TRUE,Size,Small,SKU0313,81,64.68,109.10
dummy-product-314,Dummy Product 314,<p>This is a description for Dummy Product 314.</p>,Vendor 4,Type 2,"tag314,sample",TRUE,Size,Large,SKU0314,63,33.02,115.83
dummy-product-315,Dummy Product 315,<p>This is a description for Dummy Product 315.</p>,Vendor 4,Type 2,"tag315,sample",TRUE,Size,Small,SKU0315,76,34.22,109.79
dummy-product-316,Dummy Product 316,<p>This is a description for Dummy Product 316.</p>,Vendor 4,Type 2,"tag316,sample",TRUE,Size,Large,SKU0316,38,92.84,114.61
dummy-product-317,Dummy Product 317,<p>This is a description for Dummy Product 317.</p>,Vendor 4,Type 2,"tag317,sample",TRUE,Size,Small,SKU0317,0,67.99,115.75
dummy-product-318,Dummy Product 318,<p>This is a description for Dummy Product 318.</p>,Vendor 4,Type 2,"tag318,sample",TRUE,Size,Large,SKU0318,46,84.67,108.13
dummy-product-319,Dummy Product 319,<p>This is a description for Dummy Product 319.</p>,Vendor 4,Type 2,"tag319,sample",TRUE,Size,Small,SKU0319,27,36.37,107.67
dummy-product-320,Dummy Product 320,<p>This is a description for Dummy Product 320.</p>,Vendor 4,Type 2,"tag320,sample",TRUE,Size,Large,SKU0320,60,93.71,119.19
dummy-product-321,Dummy Product 321,<p>This is a description for Dummy Product 321.</p>,Vendor 4,Type 2,"tag321,sample",TRUE,Size,Small,SKU0321,82,69.90,111.96
dummy-product-322,Dummy Product 322,<p>This is a description for Dummy Product 322.</p>,Vendor 4,Type 2,"tag322,sample",TRUE,Size,Large,SKU0322,49,61.53,114.95
dummy-product-323,Dummy Product 323,<p>This is a description for Dummy Product 323.</p>,Vendor 4,Type 2,"tag323,sample",TRUE,Size,Small,SKU0323,5,24.51,105.42
dummy-product-324,Dummy Product 324,<p>This is a description for Dummy Product 324.</p>,Vendor 4,Type 2,"tag324,sample",TRUE,Size,Large,SKU0324,36,62.07,107.89
dummy-product-325,Dummy Product 325,<p>This is a description for Dummy Product 325.</p>,Vendor 4,Type 2,"tag325,sample",TRUE,Size,Small,SKU0325,81,88.48,111.23
